2.000000,-3.350000,-5.850000,-0.800000,-7.900000,0.700000,-4.600000,-0.400000,-1.000000,-0.500000
2.850000,2.250000,3.350000,2.950000,0.400000,2.400000,-2.400000,3.800000,5.100000,3.650000
4.400000,0.500000,3.100000,4.350000,1.100000,2.850000,-1.300000,3.750000,5.350000,5.050000
1.500000,3.200000,2.750000,1.150000,2.250000,1.250000,2.500000,0.700000,4.800000,8.050000
3.650000,0.900000,1.300000,1.700000,2.200000,-1.350000,0.300000,3.650000,2.950000,9.550000
4.100000,1.450000,2.500000,5.500000,1.950000,3.250000,2.200000,0.250000,0.400000,7.000000
3.600000,1.150000,4.150000,1.100000,1.650000,2.600000,0.300000,5.650000,8.800000,8.450000
4.050000,2.100000,1.600000,0.850000,1.950000,2.300000,4.500000,2.150000,11.250000,10.700000
2.300000,1.050000,1.800000,6.250000,2.050000,3.000000,3.750000,-0.150000,9.150000,12.250000
7.750000,3.250000,1.650000,6.550000,0.500000,1.500000,3.300000,1.650000,10.100000,9.850000
3.150000,2.400000,4.700000,6.250000,4.650000,2.350000,2.850000,3.150000,12.250000,8.950000
10.100000,1.250000,0.200000,9.150000,-0.350000,4.000000,-0.150000,8.350000,12.700000,9.400000
10.000000,3.050000,2.950000,7.250000,1.350000,6.300000,1.850000,4.150000,13.200000,9.250000
10.450000,2.350000,1.200000,10.400000,1.300000,4.400000,2.250000,9.500000,13.300000,9.900000
11.350000,4.550000,1.150000,9.500000,3.100000,1.150000,4.950000,9.350000,8.450000,9.250000
8.900000,5.750000,3.350000,11.400000,1.250000,3.400000,5.850000,12.050000,11.650000,12.550000
11.900000,3.950000,2.950000,10.400000,2.800000,6.450000,5.700000,11.250000,10.100000,12.300000
8.550000,3.250000,2.450000,12.100000,-2.300000,8.000000,-0.750000,11.550000,12.850000,10.200000
13.300000,1.000000,1.700000,12.850000,3.700000,13.200000,3.200000,9.950000,11.350000,13.450000
13.250000,1.300000,3.800000,10.250000,2.500000,10.750000,3.350000,10.750000,11.450000,12.600000
10.900000,1.150000,1.950000,10.800000,0.450000,10.050000,7.650000,12.400000,13.850000,9.800000
12.550000,0.050000,2.650000,10.950000,5.800000,13.050000,5.950000,9.950000,11.050000,13.600000
7.400000,1.750000,2.000000,13.700000,0.600000,10.850000,11.100000,9.400000,12.550000,12.550000
7.650000,2.000000,2.050000,12.450000,0.150000,12.650000,9.850000,12.500000,8.300000,12.100000
8.700000,3.700000,2.050000,13.100000,4.500000,10.250000,8.400000,11.150000,8.800000,10.650000
13.250000,0.450000,1.500000,13.050000,2.650000,10.650000,11.300000,11.200000,9.950000,13.200000
12.150000,2.800000,2.200000,12.450000,0.450000,10.800000,8.750000,11.750000,12.150000,9.350000
11.000000,1.400000,0.600000,10.300000,1.250000,10.300000,13.800000,11.350000,11.600000,11.550000
13.000000,3.850000,3.800000,9.800000,1.050000,10.450000,9.850000,13.050000,13.050000,9.200000
12.700000,4.300000,6.300000,12.050000,1.250000,12.600000,11.550000,8.450000,13.550000,11.250000
9.400000,10.850000,9.450000,8.750000,2.450000,8.850000,13.300000,10.600000,12.000000,8.300000
11.000000,9.600000,11.350000,12.900000,0.100000,10.050000,11.550000,8.150000,10.000000,9.600000
7.900000,10.800000,9.550000,9.000000,1.900000,13.150000,11.600000,14.200000,10.750000,9.950000
10.500000,11.600000,10.650000,11.900000,1.300000,10.950000,10.750000,8.900000,11.550000,11.800000
7.900000,10.000000,10.250000,9.400000,1.100000,12.000000,10.500000,8.750000,11.700000,9.400000
12.300000,12.000000,8.300000,10.700000,2.200000,11.450000,10.050000,11.700000,12.700000,13.750000
11.750000,10.300000,7.050000,13.400000,0.300000,8.000000,8.000000,13.900000,9.500000,9.250000
10.950000,11.400000,10.900000,12.700000,-0.600000,10.950000,9.450000,12.000000,13.550000,10.250000
8.550000,11.950000,14.450000,11.400000,1.050000,11.600000,11.650000,12.350000,12.450000,11.100000
12.800000,10.950000,12.700000,13.250000,1.150000,8.950000,9.650000,9.950000,9.750000,9.700000
14.000000,13.550000,8.600000,10.800000,1.000000,10.650000,11.300000,9.950000,10.350000,10.850000
10.300000,13.100000,10.600000,11.100000,1.050000,12.900000,9.750000,12.000000,7.950000,9.050000
13.300000,12.500000,12.600000,9.950000,5.450000,13.200000,11.000000,12.950000,8.800000,10.700000
12.150000,9.150000,13.100000,9.250000,2.850000,9.850000,10.450000,11.050000,11.250000,10.650000
11.450000,12.700000,8.250000,11.950000,3.200000,13.350000,12.700000,12.700000,13.850000,10.250000
11.400000,10.200000,13.100000,12.100000,2.700000,12.850000,13.150000,10.200000,12.500000,12.550000
12.400000,12.450000,11.100000,9.450000,-1.300000,13.950000,12.800000,10.650000,12.100000,10.300000
8.800000,8.350000,13.500000,11.100000,2.750000,12.150000,11.450000,13.000000,7.150000,11.800000
8.900000,11.350000,11.800000,11.300000,3.800000,11.300000,14.150000,11.200000,12.250000,6.550000
11.450000,10.100000,9.300000,9.850000,1.500000,9.750000,9.000000,9.600000,9.950000,12.150000
